Number,Name,Run,Time,Time_Rank,Speed,Speed_Rank,Splits,Sector_Times,Orig_Split_1_Time,Orig_Split_2_Time,Orig_Split_3_Time,Orig_Split_4_Time,Orig_Split_5_Time,Clean_Split_1_Time,Clean_Split_2_Time,Clean_Split_3_Time,Clean_Split_4_Time,Clean_Split_5_Time,Split_1_Rank,Split_2_Rank,Split_3_Rank,Split_4_Rank,Split_5_Rank,Sector_1_Time,Sector_2_Time,Sector_3_Time,Sector_4_Time,Sector_5_Time,Sector_1_Rank,Sector_2_Rank,Sector_3_Rank,Sector_4_Rank,Sector_5_Rank,Cumulative_from_Split_1_Time,Cumulative_from_Split_2_Time,Cumulative_from_Split_3_Time,Cumulative_from_Split_4_Time,Cumulative_from_Split_1_Rank,Cumulative_from_Split_2_Rank,Cumulative_from_Split_3_Rank,Cumulative_from_Split_4_Rank
94,ERVIN Tyler (USA),1,3:58.338,52,37.761,52,"['0:47.105', '2:42.140', '3:55.160', '4:35.491', '5:18.699', '5:18.699', '5:18.699', '5:18.699', '0:45.334', '1:48.037', '8:46.505', '9:26.222', '10:09.240', '10:09.240', '10:09.240', '10:09.240', '0:45.373', '1:47.943', '2:38.567', '3:18.919', '4:01.776', '4:01.776', '4:01.776', '4:01.776', '0:44.854', '1:46.423', '2:35.248', '3:14.887', '3:58.338', '3:58.338', '3:58.338', '3:58.338', '3:58.338', '3:58.338', '3:58.338', '3:58.338']","['47.105', '115.035', '73.020', '40.331', '43.208', '0.000', '0.000', '0.000', '-273.365', '62.703', '418.468', '39.717', '43.018', '0.000', '0.000', '0.000', '-563.867', '62.570', '50.624', '40.352', '42.857', '0.000', '0.000', '0.000', '-196.922', '61.569', '48.825', '39.639', '43.451', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:47.105,2:42.140,3:55.160,4:35.491,5:18.699,47.105,162.14,235.16,275.491,318.699,56,33,24,21,21,47.105,115.035,73.02000000000001,40.33099999999999,43.20800000000003,56,42,34,45,39,191.233,76.19800000000001,3.1779999999999973,-37.15299999999999,60,52,63,65
70,LANER Jan (ITA),1,3:58.717,53,37.702,53,"['0:46.834', '1:49.909', '2:57.822', '3:37.079', '4:19.979', '4:19.979', '4:19.979', '4:19.979', '0:45.868', '1:49.177', '2:37.247', '3:16.056', '3:58.717', '3:58.717', '3:58.717', '3:58.717', '0:46.824', '11:15.537', '12:03.916', '12:43.597', '13:28.657', '13:28.657', '13:28.657', '13:28.657', '0:47.416', '1:51.799', '2:39.502', '3:18.679', '4:01.131', '4:01.131', '4:01.131', '4:01.131', '3:58.717', '3:58.717', '3:58.717', '3:58.717']","['46.834', '63.075', '67.913', '39.257', '42.900', '0.000', '0.000', '0.000', '-214.111', '63.309', '48.070', '38.809', '42.661', '0.000', '0.000', '0.000', '-191.893', '628.713', '48.379', '39.681', '45.060', '0.000', '0.000', '0.000', '-761.241', '64.383', '47.703', '39.177', '42.452', '0.000', '0.000', '0.000', '-2.414', '0.000', '0.000', '0.000']",0:46.834,1:49.909,2:57.822,3:37.079,4:19.979,46.834,109.90899999999999,177.822,217.079,259.979,50,18,14,14,13,46.834,63.07499999999999,67.91300000000001,39.257000000000005,42.89999999999998,50,22,28,35,29,191.88299999999998,128.808,60.89499999999998,21.637999999999977,63,75,68,69
53,PIERCY Jack * (GBR),1,3:59.492,54,37.58,54,"['0:45.856', '2:53.049', '13:46.562', '14:56.603', '15:38.739', '15:38.739', '15:38.739', '15:38.739', '0:44.448', '1:46.779', '2:35.334', '3:14.436', '3:59.492', '3:59.492', '3:59.492', '3:59.492', '0:44.308', '3:50.572', '7:06.478', '7:46.443', '8:31.845', '8:31.845', '8:31.845', '8:31.845', '0:44.727', '13:27.267', '14:28.077', '15:07.096', '16:08.368', '16:08.368', '16:08.368', '16:08.368', '3:59.492', '3:59.492', '3:59.492', '3:59.492']","['45.856', '127.193', '653.513', '70.041', '42.136', '0.000', '0.000', '0.000', '-894.291', '62.331', '48.555', '39.102', '45.056', '0.000', '0.000', '0.000', '-195.184', '186.264', '195.906', '39.965', '45.402', '0.000', '0.000', '0.000', '-467.118', '762.540', '60.810', '39.019', '61.272', '0.000', '0.000', '0.000', '-728.876', '0.000', '0.000', '0.000']",0:45.856,2:53.049,13:46.562,14:56.603,15:38.739,45.856,173.049,826.562,896.603,938.739,29,36,84,82,80,45.856,127.19300000000001,653.513,70.04099999999994,42.13600000000008,29,51,90,58,23,193.636,66.44299999999998,-587.07,-657.111,65,47,7,8
42,CASTELLANOS LIBERAL Daniel * (ESP),1,3:59.876,55,37.519,55,"['0:47.616', '5:22.298', '6:10.070', '8:55.213', '9:38.392', '9:38.392', '9:38.392', '9:38.392', '0:46.874', '1:49.848', '2:38.214', '3:17.494', '3:59.876', '3:59.876', '3:59.876', '3:59.876', '5:14.703', '24:46.660', '32:10.737', '32:48.840', '33:31.070', '33:31.070', '33:31.070', '33:31.070', '0:46.253', '10:53.066', '18:13.076', '20:32.205', '22:17.187', '22:17.187', '22:17.187', '22:17.187', '3:59.876', '3:59.876', '3:59.876', '3:59.876']","['47.616', '274.682', '47.772', '165.143', '43.179', '0.000', '0.000', '0.000', '-531.518', '62.974', '48.366', '39.280', '42.382', '0.000', '0.000', '0.000', '74.827', '1171.957', '444.077', '38.103', '42.230', '0.000', '0.000', '0.000', '-1964.817', '606.813', '440.010', '139.129', '104.982', '0.000', '0.000', '0.000', '-1097.311', '0.000', '0.000', '0.000']",0:47.616,5:22.298,6:10.070,8:55.213,9:38.392,47.616,322.298,370.07,535.213,578.392,59,60,48,56,54,47.616,274.682,47.77199999999999,165.14299999999997,43.17900000000009,59,75,14,87,37,192.26,-82.422,-130.194,-295.337,64,20,40,31
90,LEHMANN Lino (SUI),1,4:00.747,56,37.384,56,"['0:46.733', '2:33.789', '3:59.987', '5:38.655', '6:21.413', '6:21.413', '6:21.413', '6:21.413', '0:46.245', '1:51.355', '2:39.370', '3:18.548', '4:00.747', '4:00.747', '4:00.747', '4:00.747', '0:46.276', '2:36.756', '4:20.649', '5:47.550', '7:38.753', '7:38.753', '7:38.753', '7:38.753', '4:00.747', '4:00.747', '4:00.747', '4:00.747']","['46.733', '107.056', '86.198', '98.668', '42.758', '0.000', '0.000', '0.000', '-335.168', '65.110', '48.015', '39.178', '42.199', '0.000', '0.000', '0.000', '-194.471', '110.480', '103.893', '86.901', '111.203', '0.000', '0.000', '0.000', '-218.006', '0.000', '0.000', '0.000']",0:46.733,2:33.789,3:59.987,5:38.655,6:21.413,46.733,153.789,239.987,338.655,381.413,48,28,26,30,29,46.733,107.05599999999998,86.19800000000001,98.66799999999998,42.75800000000004,48,38,41,68,26,194.014,86.95800000000003,0.7600000000000193,-97.90799999999996,67,53,61,56
65,KERR Henry (IRL),1,4:01.671,57,37.241,57,"['2:19.759', '3:19.744', '4:55.237', '8:40.870', '9:26.233', '9:26.233', '9:26.233', '9:26.233', '2:40.997', '5:13.852', '6:01.090', '7:33.689', '8:17.177', '8:17.177', '8:17.177', '8:17.177', '0:45.868', '1:50.237', '2:38.891', '3:18.656', '4:01.671', '4:01.671', '4:01.671', '4:01.671', '4:01.671', '4:01.671', '4:01.671', '4:01.671']","['139.759', '59.985', '95.493', '225.633', '45.363', '0.000', '0.000', '0.000', '-405.236', '152.855', '47.238', '92.599', '43.488', '0.000', '0.000', '0.000', '-451.309', '64.369', '48.654', '39.765', '43.015', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",2:19.759,3:19.744,4:55.237,8:40.870,9:26.233,139.75900000000001,199.744,295.237,520.87,566.233,72,48,40,52,51,139.75900000000001,59.984999999999985,95.49300000000002,225.63299999999998,45.36299999999994,72,7,45,90,55,101.91199999999998,41.92699999999999,-53.56600000000003,-279.199,16,35,50,32
56,SLOAN Carter * (AUS),1,27:07.185,92,5.531,92,"['0:48.077', '4:17.093', '5:07.876', '5:48.492', '6:34.567', '6:34.567', '6:34.567', '6:34.567', '0:45.173', '1:49.270', '2:38.819', '3:19.243', '4:02.762', '4:02.762', '4:02.762', '4:02.762', '0:43.431', '1:45.869', '2:34.373', '3:15.908', '5:35.196', '5:35.196', '5:35.196', '5:35.196', '1:53.305', '4:40.522', '5:43.582', '12:47.465', '13:32.397', '13:32.397', '13:32.397', '13:32.397', '19:03.620', '21:08.379', '25:04.724', '27:07.185']","['48.077', '209.016', '50.783', '40.616', '46.075', '0.000', '0.000', '0.000', '-349.394', '64.097', '49.549', '40.424', '43.519', '0.000', '0.000', '0.000', '-199.331', '62.438', '48.504', '41.535', '139.288', '0.000', '0.000', '0.000', '-221.891', '167.217', '63.060', '423.883', '44.932', '0.000', '0.000', '0.000', '331.223', '124.759', '236.345', '122.461']",0:48.077,4:17.093,5:07.876,5:48.492,6:34.567,48.077,257.093,307.876,348.492,394.567,61,53,43,35,32,48.077,209.01600000000002,50.78299999999996,40.61600000000004,46.07499999999999,61,69,23,48,57,1579.108,1370.0919999999999,1319.309,1278.693,92,92,92,92
104,PARKER Drake * (USA),1,4:03.184,58,37.009,58,"['0:49.301', '1:52.284', '2:41.546', '3:21.081', '4:03.184', '4:03.184', '4:03.184', '4:03.184', '0:46.251', '15:28.176', '16:20.325', '16:59.902', '17:43.899', '17:43.899', '17:43.899', '17:43.899', '0:47.137', '1:49.109', '6:56.502', '7:37.140', '14:52.310', '14:52.310', '14:52.310', '14:52.310', '4:03.184', '4:03.184', '4:03.184', '4:03.184']","['49.301', '62.983', '49.262', '39.535', '42.103', '0.000', '0.000', '0.000', '-196.933', '881.925', '52.149', '39.577', '43.997', '0.000', '0.000', '0.000', '-1016.762', '61.972', '307.393', '40.638', '435.170', '0.000', '0.000', '0.000', '-649.126', '0.000', '0.000', '0.000']",0:49.301,1:52.284,2:41.546,3:21.081,4:03.184,49.301,112.28399999999999,161.546,201.081,243.184,67,23,10,10,9,49.301,62.98299999999999,49.262,39.535,42.10300000000001,67,21,21,39,22,193.88299999999998,130.9,81.638,42.10300000000001,66,76,82,84
106,PERRAUDIN Marius (SUI),1,4:03.464,59,36.966,59,"['0:49.186', '2:53.206', '5:04.314', '5:44.850', '7:21.676', '7:21.676', '7:21.676', '7:21.676', '0:48.508', '3:59.137', '5:43.567', '6:30.737', '6:30.737', '6:30.737', '6:30.737', '0:48.234', '7:15.596', '8:30.068', '9:14.646', '9:14.646', '9:14.646', '9:14.646', '0:47.541', '1:52.655', '2:40.995', '3:20.297', '4:03.464', '4:03.464', '4:03.464', '4:03.464', '4:03.464', '4:03.464', '4:03.464', '4:03.464']","['49.186', '124.020', '131.108', '40.536', '96.826', '0.000', '0.000', '0.000', '-393.168', '190.629', '104.430', '47.170', '0.000', '0.000', '0.000', '-342.503', '387.362', '74.472', '44.578', '0.000', '0.000', '0.000', '-507.105', '65.114', '48.340', '39.302', '43.167', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:49.186,2:53.206,5:04.314,5:44.850,7:21.676,49.186,173.20600000000002,304.314,344.85,441.676,66,37,41,33,40,49.186,124.02000000000001,131.108,40.536,96.82599999999996,66,49,58,47,82,194.278,70.25799999999998,-60.85000000000002,-101.38600000000002,68,50,47,55
89,MEEK Toby * (NZL),1,4:03.955,60,36.892,60,"['0:46.709', '1:51.121', '2:40.469', '3:20.792', '4:03.955', '4:03.955', '4:03.955', '4:03.955', '0:45.874', '5:41.910', '9:32.736', '10:14.156', '10:58.723', '10:58.723', '10:58.723', '10:58.723', '0:46.370', '11:03.772', '11:53.676', '12:32.383', '13:15.822', '13:15.822', '13:15.822', '13:15.822', '4:03.955', '4:03.955', '4:03.955', '4:03.955']","['46.709', '64.412', '49.348', '40.323', '43.163', '0.000', '0.000', '0.000', '-198.081', '296.036', '230.826', '41.420', '44.567', '0.000', '0.000', '0.000', '-612.353', '617.402', '49.904', '38.707', '43.439', '0.000', '0.000', '0.000', '-551.867', '0.000', '0.000', '0.000']",0:46.709,1:51.121,2:40.469,3:20.792,4:03.955,46.709,111.12100000000001,160.469,200.792,243.955,47,21,9,9,10,46.709,64.412,49.347999999999985,40.32300000000001,43.16300000000001,47,28,22,44,36,197.246,132.834,83.48600000000002,43.16300000000001,69,78,84,86
105,FERGUSON Angus * (NZL),1,4:08.418,61,36.229,61,"['0:48.482', '5:00.729', '8:01.889', '8:43.143', '9:40.948', '9:40.948', '9:40.948', '9:40.948', '0:47.644', '1:53.366', '2:43.423', '3:25.061', '4:08.418', '4:08.418', '4:08.418', '4:08.418', '4:08.418', '4:08.418', '4:08.418', '4:08.418']","['48.482', '252.247', '181.160', '41.254', '57.805', '0.000', '0.000', '0.000', '-533.304', '65.722', '50.057', '41.638', '43.357', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:48.482,5:00.729,8:01.889,8:43.143,9:40.948,48.482,300.729,481.889,523.143,580.948,62,59,62,54,55,48.482,252.24699999999999,181.16000000000003,41.25400000000002,57.80499999999995,62,74,70,50,65,199.936,-52.31099999999998,-233.471,-274.725,70,24,28,33
63,BURNS CONTRERAS Pedro (CHI),1,3:25.009,4,43.901,4,"['0:48.558', '2:57.998', '9:36.893', '10:16.977', '11:48.916', '11:48.916', '11:48.916', '11:48.916', '0:48.268', '2:14.856', '4:10.790', '6:55.574', '7:39.858', '7:39.858', '7:39.858', '7:39.858', '0:47.499', '3:53.727', '8:49.777', '9:29.913', '13:27.792', '13:27.792', '13:27.792', '13:27.792', '0:47.782', '3:00.339', '4:49.341', '5:29.535', '6:13.170', '6:13.170', '6:13.170', '6:13.170', '0:47.526', '1:53.272', '2:43.582', '3:25.009']","['48.558', '129.440', '398.895', '40.084', '91.939', '0.000', '0.000', '0.000', '-660.648', '86.588', '115.934', '164.784', '44.284', '0.000', '0.000', '0.000', '-412.359', '186.228', '296.050', '40.136', '237.879', '0.000', '0.000', '0.000', '-760.010', '132.557', '109.002', '40.194', '43.635', '0.000', '0.000', '0.000', '-325.644', '65.746', '50.310', '41.427']",0:48.558,2:57.998,9:36.893,10:16.977,11:48.916,48.558,177.998,576.893,616.977,708.9159999999999,63,40,71,67,68,48.558,129.44,398.89500000000004,40.083999999999946,91.93899999999996,63,53,82,43,79,156.45100000000002,27.011000000000024,-371.884,-411.96799999999996,19,33,18,22
96,OSTFELD Roee * (ISR),1,4:09.833,62,36.024,62,"['1:28.094', '15:36.937', '24:24.680', '25:06.572', '26:18.528', '26:18.528', '26:18.528', '26:18.528', '0:47.040', '1:50.159', '2:38.683', '3:18.508', '4:09.833', '4:09.833', '4:09.833', '4:09.833', '0:46.142', '11:29.080', '15:46.353', '16:26.925', '18:23.444', '18:23.444', '18:23.444', '18:23.444', '4:09.833', '4:09.833', '4:09.833', '4:09.833']","['88.094', '848.843', '527.743', '41.892', '71.956', '0.000', '0.000', '0.000', '-1531.488', '63.119', '48.524', '39.825', '51.325', '0.000', '0.000', '0.000', '-203.691', '642.938', '257.273', '40.572', '116.519', '0.000', '0.000', '0.000', '-853.611', '0.000', '0.000', '0.000']",1:28.094,15:36.937,24:24.680,25:06.572,26:18.528,88.094,936.937,1464.68,1506.572,1578.528,70,92,92,92,92,88.094,848.8430000000001,527.743,41.891999999999825,71.95600000000013,70,92,87,51,74,161.739,-687.104,-1214.847,-1256.7389999999998,21,1,1,1
98,DAVIS Braedyn * (USA),1,4:12.849,63,35.594,63,"['2:49.344', '4:50.874', '6:33.151', '8:23.922', '9:08.342', '9:08.342', '9:08.342', '9:08.342', '0:49.259', '1:57.718', '2:48.431', '3:29.472', '4:12.849', '4:12.849', '4:12.849', '4:12.849', '0:49.981', '2:51.113', '4:32.813', '5:58.928', '6:42.681', '6:42.681', '6:42.681', '6:42.681', '4:12.849', '4:12.849', '4:12.849', '4:12.849']","['169.344', '121.530', '102.277', '110.771', '44.420', '0.000', '0.000', '0.000', '-499.083', '68.459', '50.713', '41.041', '43.377', '0.000', '0.000', '0.000', '-202.868', '121.132', '101.700', '86.115', '43.753', '0.000', '0.000', '0.000', '-149.832', '0.000', '0.000', '0.000']",2:49.344,4:50.874,6:33.151,8:23.922,9:08.342,169.344,290.874,393.151,503.922,548.342,75,58,50,50,49,169.344,121.53000000000003,102.27699999999999,110.77100000000002,44.41999999999996,75,48,49,72,51,83.505,-38.025000000000034,-140.30200000000002,-251.07300000000004,13,25,37,36
102,CONROY Sam * (GBR),1,4:16.667,64,35.065,64,"['3:59.828', '5:24.522', '6:47.713', '7:29.985', '9:02.296', '9:02.296', '9:02.296', '9:02.296', '0:48.509', '4:21.421', '6:58.954', '8:01.414', '9:33.209', '9:33.209', '9:33.209', '9:33.209', '0:48.468', '1:56.438', '2:48.082', '3:31.723', '4:16.667', '4:16.667', '4:16.667', '4:16.667', '0:47.673', '9:14.824', '11:40.530', '13:53.875', '14:38.872', '14:38.872', '14:38.872', '14:38.872', '4:16.667', '4:16.667', '4:16.667', '4:16.667']","['239.828', '84.694', '83.191', '42.272', '92.311', '0.000', '0.000', '0.000', '-493.787', '212.912', '157.533', '62.460', '91.795', '0.000', '0.000', '0.000', '-524.741', '67.970', '51.644', '43.641', '44.944', '0.000', '0.000', '0.000', '-208.994', '507.151', '145.706', '133.345', '44.997', '0.000', '0.000', '0.000', '-622.205', '0.000', '0.000', '0.000']",3:59.828,5:24.522,6:47.713,7:29.985,9:02.296,239.828,324.522,407.713,449.985,542.296,83,61,52,44,48,239.828,84.69399999999999,83.19100000000003,42.27199999999999,92.31100000000004,83,33,39,52,80,16.839000000000027,-67.85499999999996,-151.046,-193.31799999999998,8,22,35,42
80,NEITZKE Matheus Braian (BRA),1,4:18.041,65,34.878,65,"['0:48.964', '1:57.953', '2:49.421', '3:33.691', '4:18.041', '4:18.041', '4:18.041', '4:18.041', '0:49.649', '3:06.783', '5:16.937', '6:46.320', '7:30.761', '7:30.761', '7:30.761', '7:30.761', '2:33.601', '7:12.789', '8:39.115', '9:20.630', '10:43.724', '10:43.724', '10:43.724', '10:43.724', '0:47.096', '3:23.088', '10:24.196', '11:04.931', '13:11.584', '13:11.584', '13:11.584', '13:11.584', '4:18.041', '4:18.041', '4:18.041', '4:18.041']","['48.964', '68.989', '51.468', '44.270', '44.350', '0.000', '0.000', '0.000', '-208.392', '137.134', '130.154', '89.383', '44.441', '0.000', '0.000', '0.000', '-297.160', '279.188', '86.326', '41.515', '83.094', '0.000', '0.000', '0.000', '-596.628', '155.992', '421.108', '40.735', '126.653', '0.000', '0.000', '0.000', '-533.543', '0.000', '0.000', '0.000']",0:48.964,1:57.953,2:49.421,3:33.691,4:18.041,48.964,117.953,169.421,213.691,258.041,65,25,11,11,11,48.964,68.989,51.46799999999999,44.27000000000001,44.349999999999994,65,31,24,53,49,209.077,140.088,88.62,44.349999999999994,71,79,86,89
69,DICKSON Jacob (IRL),1,4:18.283,66,34.845,66,"['0:46.176', '2:09.900', '2:57.799', '3:36.455', '4:18.283', '4:18.283', '4:18.283', '4:18.283', '0:46.573', '7:32.669', '8:20.322', '10:02.769', '11:04.763', '11:04.763', '11:04.763', '11:04.763', '4:18.283', '4:18.283', '4:18.283', '4:18.283']","['46.176', '83.724', '47.899', '38.656', '41.828', '0.000', '0.000', '0.000', '-211.710', '406.096', '47.653', '102.447', '61.994', '0.000', '0.000', '0.000', '-406.480', '0.000', '0.000', '0.000']",0:46.176,2:09.900,2:57.799,3:36.455,4:18.283,46.176,129.9,177.799,216.45499999999998,258.283,33,26,13,13,12,46.176,83.724,47.899,38.65599999999998,41.82800000000003,33,32,17,24,17,212.10700000000003,128.383,80.48400000000001,41.82800000000003,72,74,81,83
24,RUDE JR Richard (USA),1,3:53.140,39,38.603,39,"['0:47.716', '1:49.201', '2:56.834', '3:34.874', '4:29.589', '4:29.589', '4:29.589', '4:29.589', '0:46.563', '1:48.158', '2:59.079', '3:37.384', '4:20.268', '4:20.268', '4:20.268', '4:20.268', '0:45.048', '10:46.950', '12:16.794', '13:11.872', '13:54.951', '13:54.951', '13:54.951', '13:54.951', '0:45.020', '1:47.321', '2:34.173', '4:09.332', '4:51.748', '4:51.748', '4:51.748', '4:51.748', '0:48.546', '1:51.366', '3:14.430', '3:53.140']","['47.716', '61.485', '67.633', '38.040', '54.715', '0.000', '0.000', '0.000', '-223.026', '61.595', '70.921', '38.305', '42.884', '0.000', '0.000', '0.000', '-215.220', '601.902', '89.844', '55.078', '43.079', '0.000', '0.000', '0.000', '-789.931', '62.301', '46.852', '95.159', '42.416', '0.000', '0.000', '0.000', '-243.202', '62.820', '83.064', '38.710']",0:47.716,1:49.201,2:56.834,3:34.874,4:29.589,47.716,109.201,176.834,214.874,269.589,60,16,12,12,15,47.716,61.48499999999999,67.63300000000001,38.03999999999999,54.715,60,17,27,15,61,185.42399999999998,123.939,56.30599999999998,18.26599999999999,44,64,67,68
30,PALAZZARI Davide (ITA),1,4:21.325,67,34.44,67,"['0:45.052', '1:49.354', '3:02.665', '3:40.101', '4:21.325', '4:21.325', '4:21.325', '4:21.325', '0:43.990', '5:01.536', '5:46.389', '6:22.602', '7:03.605', '7:03.605', '7:03.605', '7:03.605', '0:44.122', '2:49.803', '4:22.487', '4:59.541', '5:58.644', '5:58.644', '5:58.644', '5:58.644', '0:44.269', '3:24.425', '4:29.262', '5:24.519', '6:23.733', '6:23.733', '6:23.733', '6:23.733', '4:21.325', '4:21.325', '4:21.325', '4:21.325']","['45.052', '64.302', '73.311', '37.436', '41.224', '0.000', '0.000', '0.000', '-217.335', '257.546', '44.853', '36.213', '41.003', '0.000', '0.000', '0.000', '-379.483', '125.681', '92.684', '37.054', '59.103', '0.000', '0.000', '0.000', '-314.375', '160.156', '64.837', '55.257', '59.214', '0.000', '0.000', '0.000', '-122.408', '0.000', '0.000', '0.000']",0:45.052,1:49.354,3:02.665,3:40.101,4:21.325,45.052,109.354,182.665,220.101,261.325,22,17,15,15,14,45.052,64.30199999999999,73.31099999999999,37.43600000000001,41.22399999999999,22,26,35,4,7,216.273,151.971,78.66,41.22399999999999,75,81,79,80
47,MACDERMID James * (NZL),1,4:22.208,68,34.324,68,"['0:46.478', '1:52.642', '3:19.218', '3:58.417', '4:41.554', '4:41.554', '4:41.554', '4:41.554', '0:46.916', '1:50.643', '3:09.631', '3:47.900', '4:38.831', '4:38.831', '4:38.831', '4:38.831', '0:46.499', '2:50.799', '5:47.302', '6:25.212', '8:06.591', '8:06.591', '8:06.591', '8:06.591', '0:47.253', '1:56.075', '3:01.595', '3:39.635', '4:22.208', '4:22.208', '4:22.208', '4:22.208', '4:22.208', '4:22.208', '4:22.208', '4:22.208']","['46.478', '66.164', '86.576', '39.199', '43.137', '0.000', '0.000', '0.000', '-234.638', '63.727', '78.988', '38.269', '50.931', '0.000', '0.000', '0.000', '-232.332', '124.300', '176.503', '37.910', '101.379', '0.000', '0.000', '0.000', '-439.338', '68.822', '65.520', '38.040', '42.573', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.478,1:52.642,3:19.218,3:58.417,4:41.554,46.478,112.642,199.218,238.417,281.554,41,24,16,16,16,46.478,66.16399999999999,86.576,39.19900000000001,43.13699999999997,41,30,42,32,35,215.72999999999996,149.56599999999997,62.98999999999998,23.79099999999997,74,80,69,70
108,VELLUTINO MALAGA Lucio * (PER),1,4:26.436,69,33.779,69,"['2:54.870', '5:46.436', '7:48.144', '9:38.132', '10:23.295', '10:23.295', '10:23.295', '10:23.295', '0:50.805', '2:47.723', '7:10.505', '7:55.153', '9:04.422', '9:04.422', '9:04.422', '9:04.422', '0:49.901', '1:59.714', '2:56.979', '3:40.703', '4:26.436', '4:26.436', '4:26.436', '4:26.436', '4:26.436', '4:26.436', '4:26.436', '4:26.436']","['174.870', '171.566', '121.708', '109.988', '45.163', '0.000', '0.000', '0.000', '-572.490', '116.918', '262.782', '44.648', '69.269', '0.000', '0.000', '0.000', '-494.521', '69.813', '57.265', '43.724', '45.733', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",2:54.870,5:46.436,7:48.144,9:38.132,10:23.295,174.87,346.436,468.144,578.132,623.295,77,68,58,58,57,174.87,171.56599999999997,121.70800000000003,109.98799999999994,45.16300000000001,77,65,55,71,53,91.56599999999997,-80.0,-201.70800000000003,-311.69599999999997,15,21,33,30
43,NORTON Dakotah (USA),1,3:07.399,2,48.026,2,"['1:42.448', '6:37.378', '7:49.667', '10:27.227', '11:09.547', '11:09.547', '11:09.547', '11:09.547', '0:44.966', '5:34.938', '10:13.569', '10:52.227', '11:42.794', '11:42.794', '11:42.794', '11:42.794', '0:44.000', '6:42.028', '8:35.565', '9:36.959', '10:18.492', '10:18.492', '10:18.492', '10:18.492', '0:43.293', '1:43.776', '2:29.978', '4:18.394', '4:59.568', '4:59.568', '4:59.568', '4:59.568', '0:43.109', '1:42.489', '2:28.948', '3:07.399']","['102.448', '294.930', '72.289', '157.560', '42.320', '0.000', '0.000', '0.000', '-624.581', '289.972', '278.631', '38.658', '50.567', '0.000', '0.000', '0.000', '-658.794', '358.028', '113.537', '61.394', '41.533', '0.000', '0.000', '0.000', '-575.199', '60.483', '46.202', '108.416', '41.174', '0.000', '0.000', '0.000', '-256.459', '59.380', '46.459', '38.451']",1:42.448,6:37.378,7:49.667,10:27.227,11:09.547,102.44800000000001,397.378,469.66700000000003,627.227,669.547,71,75,59,69,64,102.44800000000001,294.92999999999995,72.28900000000004,157.55999999999995,42.32000000000005,71,78,32,85,25,84.951,-209.97899999999998,-282.26800000000003,-439.828,14,11,26,17
79,THURLOW Luca * (GBR),1,5:17.970,70,28.305,70,"['0:46.557', '1:50.479', '3:55.611', '4:34.786', '5:17.970', '5:17.970', '5:17.970', '5:17.970', '0:45.858', '2:11.420', '6:38.125', '7:18.410', '8:01.924', '8:01.924', '8:01.924', '8:01.924', '0:46.029', '12:41.580', '14:26.758', '5:17.970', '5:17.970', '5:17.970', '5:17.970']","['46.557', '63.922', '125.132', '39.175', '43.184', '0.000', '0.000', '0.000', '-272.112', '85.562', '266.705', '40.285', '43.514', '0.000', '0.000', '0.000', '-435.895', '715.551', '105.178', '-548.788', '0.000', '0.000', '0.000']",0:46.557,1:50.479,3:55.611,4:34.786,5:17.970,46.557,110.479,235.611,274.786,317.97,45,20,25,20,20,46.557,63.922,125.13199999999999,39.17500000000001,43.184000000000026,45,24,56,31,38,271.413,207.49100000000004,82.35900000000004,43.184000000000026,77,84,83,87
57,STEINER Julian (GER),1,5:20.615,71,28.071,71,"['0:47.278', '3:48.326', '15:30.829', '17:47.701', '18:31.261', '18:31.261', '18:31.261', '18:31.261', '0:47.151', '0:47.779', '3:06.605', '3:56.361', '4:37.451', '5:20.615', '5:20.615', '5:20.615', '5:20.615', '5:20.615', '5:20.615', '5:20.615', '5:20.615']","['47.278', '181.048', '702.503', '136.872', '43.560', '0.000', '0.000', '0.000', '-1064.110', '0.628', '138.826', '49.756', '41.090', '43.164', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:47.278,3:48.326,15:30.829,17:47.701,18:31.261,47.278,228.326,930.829,1067.701,1111.261,57,51,86,89,87,47.278,181.048,702.5029999999999,136.87200000000007,43.559999999999945,57,67,91,81,42,273.337,92.28900000000002,-610.2139999999999,-747.086,78,54,5,4
